Company , Domain , SecurityGateway , Mail Domain , MX
Alleghany , alleghany.com ,  , own-domain , mail2.alleghany.com
Genzyme , sanofi.com ,  , own-domain , xspz10p852b.sanofi.com
MasTec , mastec.com , MessageLabs , unknown , cluster8.us.messagelabs.com
Genuity , genuity.com , Forcepoint , unknown , cust42593-1-in.mailcontrol.com
Grey Global , grey.com , ProofPoint , unknown , mxb-00173203.gslb.pphosted.com
Ivax , tevapharm.com ,  , own-domain , mx02.tevapharm.com
AMC Entertainment , amctheatres.com , ProofPoint , unknown , mxa-001b2001.gslb.pphosted.com
On Semiconductor , onsemi.com , ProofPoint , unknown , mxb-00183b01.gslb.pphosted.com
Software Spectrum , level3.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Viasystems Group , viasystems.com , MessageLabs , unknown , cluster2.us.messagelabs.com
Georgia Gulf , ggc.com ,  , GoDaddy , smtp.secureserver.net
Forest Laboratories , frx.com ,  , Office365 , frx-com.mail.protection.outlook.com
Perot Systems , perotsystems.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Trump Hotels & Casino Resorts , trump.com ,  , Office365 , trump-com.mail.protection.outlook.com
FelCor Lodging , felcor.com ,  , Office365 , felcor-com.mail.protection.outlook.com
DPL , dplinc.com , MessageLabs , unknown , cluster1.us.messagelabs.com
International Game Technology , gtech.com ,  , own-domain , edgemail.gtech.com
Blyth , blythinc.com , Cyren Web Security , unknown , p.webcom.ctmail.com
TCF Financial Corp. , tcfbank.com , Cisco , unknown , mx1.tcfbank.iphmx.com
Sealy , sealy.com , ProofPoint , unknown , mxa-0029ae01.gslb.pphosted.com
Standard Register , stdreg.com ,  ,  , mail.tcmsp.net
eMerge Interactive , emergeinteractive.com ,  , Google , aspmx.l.google.com
Goody's Family Clothing , goodysonline.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Alexander & Baldwin , alexanderbaldwin.com ,  , own-domain , mail.alexanderbaldwin.com
Daisytek International , daisytek.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Timberland , timberland.com , ProofPoint , unknown , mxa-00127801.gslb.pphosted.com
American Management Systems , ams.com ,  , own-domain , mail1.ams.com
C.R. Bard , crbard.com ,  , own-domain , smtpmail6.crbard.com
PC Connection , pcconnection.com , ProofPoint , unknown , mx0b-001fa201.pphosted.com
Thrivent , thrivent.com ,  , own-domain , irnprt002.thrivent.com
Sinopec Group , sinopec.com ,  , own-domain , mailmx4.sinopec.com
Volkswagen , vw.com ,  , own-domain , mg1.vw.com
U.S. Postal Service , usps.com ,  , own-domain , gk-w-mail.srvs.usps.gov
Compass Group , compass.com ,  , Google , aspmx.l.google.com
Gazprom , gazprom.com ,  ,  , mailrelay.gazprom.ru
Jardine Matheson , jardines.com , MessageLabs , unknown , cluster1.hk.messagelabs.com
Sodexo , sodexo.com , MessageLabs , unknown , cluster4.us.messagelabs.com
Tesco , tesco.com , Forcepoint , unknown , cust7886-2.in.mailcontrol.com
Carrefour , carrefour.com , ProofPoint , unknown , mxb-00150901.gslb.pphosted.com
Siemens , siemens.com ,  , own-domain , hylas.siemens.com
Toyota Motor , toyota.com , ProofPoint , unknown , mxa-001f1301.gslb.pphosted.com
Finatis , finatis.com ,  , own-domain , mail.finatis.com
Nestle , nestle.com ,  , Office365 , nestle-com.mail.protection.outlook.com
Edeka Zentrale , edeka.com ,  ,  , mailin.edeka.de
Hitachi , hitachi.com ,  , own-domain , hitiij.hitachi.co.jp
Groupe Auchan , auchan.com ,  , Google , aspmx.l.google.com
Sberbank , sberbank.ru ,  ,  , email11.sberbank.ru
EXOR Group , exor.com ,  ,  , milter1.gruppoifi.com
Samsung Electronics , samsung.com ,  , own-domain , mailin.samsung.com
Accenture , accenture.com , ProofPoint , unknown , mx0b-001dcc01.pphosted.com
Bosch , bosch.com ,  , own-domain , de-in2.bosch-org.com
Hutchison Whampoa , hutch.net ,  , own-domain , mailgw1.mail.hutch.net
Daimler , daimler.com ,  , own-domain , mail-in.daimler.com
HSBC Holdings , hsbc.com ,  , own-domain , nwmailserver.hsbc.co.uk
Panasonic , panasonic.co.jp ,  ,  , smtp.mei.co.jp
AEON , aeon ,  ,  , 
Rosneft Oil , rosneft.ru ,  ,  , mail10.rosneft.ru
SNCF , sncf.com ,  ,  , mail-lyon3.sncf.fr
Nippon Tel. & Tel. , ntt.com ,  , own-domain , cmcodfcs02.noc.ntt.com
Sumitomo Electric Industries , sumitomo.com ,  , own-domain , mgex1.sumitomo.com
Henan Energy & Chemical , henan ,  ,  , 
Metro , metro.com , Trend Micro , unknown , in.hes.trendmicro.com
ArcelorMittal , arcelormittal.com ,  , own-domain , mx1.geoip.arcelormittal.com
Shanxi Coking Coal Group , sxcc.com.cn ,  ,  , mxa2.chinaemail.cn
Ansteel Group , ansteel.cn ,  ,  , mx1.ansteel.cn
JBS , jbs.com ,  ,  , mhs02.jbs.jp
Fresenius , fresenius.com ,  ,  , mgw4.fresenius.de
Shenhua Group , shenhua.com ,  ,  , mail.skrimple.com
Shandong Energy Group , snjt.com ,  , own-domain , mail.snjt.com
Honda Motor , honda.com ,  , own-domain , ahmppv5.honda.com
Wesfarmers , wesfarmers.com.au , MessageLabs , unknown , cluster6.us.messagelabs.com
Toshiba , toshiba.com ,  , Office365 , toshiba-com.mail.protection.outlook.com
Woolworths , woolworths.com.au ,  , Google , aspmx.l.google.com
Dongfeng Motor Group , dongfeng.com ,  ,  , mail.skrimple.com
HCA Holdings , hca.com ,  , own-domain , mail1.hca.com
Pegatron , pegatron.com ,  ,  , mail2.siteamerica.com
Weston , weston.com ,  , Office365 , weston-com.mail.protection.outlook.com
Onex , onex.com ,  , own-domain , mailto.onex.com
Canon , canon.jp ,  ,  , mail.canon.jp
Peugeot , peugeot.com ,  ,  , mail.mpsa.com
Continental , continental-corporation.com ,  ,  , mailin3.rmx.de
Banco Santander , santander.com ,  , own-domain , smtp.santandergroup.net
Vinci , vinci.fr ,  ,  , mx1.vinci.fr
Saint-Gobain , saint-gobain.com ,  , own-domain , mail7.saint-gobain.com
BNP Paribas , bnp.com ,  ,  , mx.usa.net
CITIC Group , citic.com ,  ,  , mxbiz1.qq.com
Unilever , unilever.com ,  , Office365 , unilever-com.mail.protection.outlook.com
Huawei Investment & Holding , huawei.com ,  , own-domain , mx5.huawei.com
Schneider Electric , schneider.com ,  , Office365 , schneider-com.mail.protection.outlook.com
Datong Coal Mine Group , datong ,  ,  , 
ThyssenKrupp , thyssenkrupp.com ,  ,  , dsc-ffm-mx1.mas.t-systems-service.com
Veolia Environnement , veolia.com ,  , Google , aspmx.l.google.com
Fujitsu , fujitsu.com ,  , own-domain , mx1.jp.fujitsu.com
Orange , orange.com ,  , own-domain , relais-nor19.orange.com
Yangquan Coal Industry Group , yangquan ,  ,  , 
Anheuser-Busch InBev , anheuser-busch.com , ProofPoint , unknown , mxa-000c8e03.gslb.pphosted.com
Societe Generale , socgen.com ,  , own-domain , mail.iap.socgen.com
PDVSA , pdvsa.com ,  , own-domain , mail.pdvsa.com
Flextronics International , flextronics.com , MessageLabs , unknown , cluster1.us.messagelabs.com
Nissan Motor , nissan.com ,  , emailsrvr.com , mx1.emailsrvr.com
Jizhong Energy Group , jznyjt ,  ,  , 
Allianz , grupoacs.com ,  , Office365 , grupoacs-com.mail.protection.outlook.com
Denso , denso.com ,  , own-domain , ma-dnext00.denso.co.jp
Shanxi Jincheng Anthracite Coal Mining , jamg.cn ,  ,  , 10.0.66.29
Pemex , pemex.com ,  , Office365 , pemex.mail.protection.outlook.com
Bridgestone , bridgestone.com ,  , own-domain , bc710016.bridgestone.co.jp
China Huaneng Group , chng.com.cn ,  ,  , 124.17.25.194
Shaanxi Yanchang Petroleum , sxycpc.com ,  , own-domain , mail.sxycpc.com
ABB , abb.com ,  , Office365 , abb-com.mail.protection.outlook.com
Shougang Group , shougang.com ,  ,  , mail.skrimple.com
Airbus Group , airbus.com ,  , own-domain , vip-smtp.airbus.gmessaging.net
Baosteel Group , baosteel.com ,  , own-domain , mailgw1.baosteel.com
Novartis , novartis.com , ProofPoint , unknown , mx08-0019ad02.pphosted.com
Barclays , barclays.com , MessageLabs , unknown , cluster3.eu.messagelabs.com
HeBei Iron & Steel Group , hbisco.com ,  , own-domain , mailzf.hbisco.com
Sony , sony.com ,  , Office365 , sony-com.mail.protection.outlook.com
Magna International , magna.com ,  , own-domain , mail1.magna.com
Mitsubishi Electric , mitsubishi.com ,  , own-domain , mitsubishi.com
UniCredit Group , unicredit.com ,  ,  , mx02.unicredit.eu
Bouygues , bouygues.com ,  , Office365 , bouygues-com.mail.protection.outlook.com
Royal Ahold , aholddelhaize.com ,  , Google , aspmx.l.google.com
Mitsubishi UFJ Financial Group , mufg.jp ,  ,  , msgw.bk.mufg.jp
Telefonica , telefonica.com ,  , Office365 , telefonicacorp.mail.protection.outlook.com
Shandong Weiqiao Pioneering , weiqiaocy ,  ,  , 
Sinomach , sinomach.com ,  , Office365 , sinomach-com.mail.protection.partner.outlook.cn
COFCO , cofco.com ,  , own-domain , mx1.cofco.com
Quanta Computer , quanta.com ,  , own-domain , mail.quanta.com
Schlumberger , schlumberger.com ,  ,  , mail8.reachmail.net
A.P. Moller-Maersk A/S , maersk.com ,  , Office365 , maersk-com.mail.protection.outlook.com
Bayer , bayer.com ,  ,  , smtpmx01.bayer.de
Lufthansa Group , lufthansa.com ,  ,  , mx4.lhsystems.com
Ericsson , ericsson.com ,  , own-domain , sesbmg14.ericsson.net
Jinneng Group , jinneng ,  ,  , 
Renault , renault.com ,  ,  , smtp.renault.fr
BMW , bmw.com , Cisco , unknown , mx1.bmw.c3s2.iphmx.com
China National Offshore Oil , cnooc.com.cn ,  , own-domain , mail.cnooc.com.cn
Delhaize Group , delhaize.com , ProofPoint , unknown , mxa-00259c01.gslb.pphosted.com
Sanofi , sanofi.com ,  , own-domain , xspz11s656b.sanofi.com
BASF , basf.com ,  , Office365 , basf.mail.protection.outlook.com
China Communications Construction , ccccltd.cn ,  ,  , mail.ccccltd.cn
HNA Group , hna.com ,  , GoDaddy , smtp.secureserver.net
Banco do Brasil , bb.com.br ,  ,  , srdfmailer01.bb.com.br
Itochu , itochu.com , Mimecast , unknown , us-smtp-inbound-1.mimecast.com
Lukoil , lukoil.com ,  , own-domain , srt-mx3.lukoil.com
Hyundai Motor , hyundai.com ,  , own-domain , mail.hyundai.com
Royal Bank of Scotland Group , rbs.com ,  , own-domain , mail17.rbs.com
Sainsburys , sainsburys.com , MessageLabs , unknown , cluster1.eu.messagelabs.com
Christian Dior , dior.com ,  , own-domain , mx.dior.com
Glencore , glencore.com ,  , own-domain , mail1.glencore.com
Michelin , michelin.com , MessageLabs , unknown , cluster1.eu.messagelabs.com
Vodafone Group , vodafone.com , MessageLabs , unknown , cluster5.eu.messagelabs.com
Mondelez International , mondelez.com , CSC Global , unknown , custmx.cscdns.net
Wuhan Iron & Steel , wugangaustralia ,  ,  , 
VTB Bank , vtb.ru ,  ,  , post.vtb.ru
Total , total.com ,  , own-domain , mail01.par.totalfinaelf.net
China Datang , cccme.org.cn ,  ,  , qiye163mx01.mxmail.netease.com
Danone , danone.com , MessageLabs , unknown , cluster5.eu.messagelabs.com
ChemChina , chemchina.com ,  , own-domain , smtp01.chemchina.com
NEC , nec.com ,  , Office365 , nec-com.mail.protection.outlook.com
Volvo , volvo.com ,  , own-domain , mail-gw1.it.volvo.com
Deutsche Bank , db.com ,  , own-domain , smtp1.db.com
GlaxoSmithKline , gsk.com ,  , Office365 , gsk-com.mail.protection.outlook.com
AXA , axa.com ,  , own-domain , mrelay2.axa.com
Sinopharm , sinopharm.com ,  , own-domain , mail.sinopharm.com
Air France-KLM Group , klm.com , Cisco , unknown , mx1.afkl.c3s2.iphmx.com
Air France-KLM Group , airfrance.fr , Cisco , unknown , mx1.afkl.c3s2.iphmx.com
Royal Dutch Shell , shell.com ,  , Office365 , shell-com.mail.protection.outlook.com
CFE , cfe.com ,  ,  , mail.rfe.net
SAIC Motor , saic.com ,  , own-domain , EM-MXP01.saic.com
Wilmar International , wilmar.com , ProofPoint , unknown , mx0b-000e6603.pphosted.com
Alstom , alstom.com ,  , Office365 , alstom-com.mail.protection.outlook.com
Intesa Sanpaolo , intesasanpaolo.com ,  , own-domain , mail1.intesasanpaolo.com
Roche Group , roche.com ,  , own-domain , mailgate3.roche.com
BT Group , bt.com ,  ,  , smtpe1.intersmtp.com
Morrisons , morrisons.com ,  , Google , aspmx.l.google.com
BP , bp.com , MessageLabs , unknown , cluster8.us.messagelabs.com
Lloyds Banking Group , lloyds.com , ProofPoint , unknown , mxa-00164201.gslb.pphosted.com
ENI , eni.com ,  , Office365 , enispa.mail.protection.outlook.com
LG Electronics , lg.com ,  , own-domain , spam.lg.com
Mitsubishi Heavy Industries , mhi.co.jp , MessageLabs , unknown , cluster1.us.messagelabs.com
SK Holdings , sk.com ,  , own-domain , spmail.sk.com
Toronto-Dominion Bank , tdbank.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Petrobras , petrobras.com ,  , own-domain , correio2.petrobras.com.br
Loreal , loreal.com ,  , own-domain , smtp1.loreal.com
TUI , tui.com , Forcepoint , unknown , cust1976-3.in.mailcontrol.com
Vale , vale.com , Cisco , unknown , esa1.vale.iphmx.com
Heineken Holding , heineken.com ,  , Office365 , heineken-com.mail.protection.outlook.com
BAE Systems , bae.com ,  , own-domain , bae.com
CRH , crh.com , MessageLabs , unknown , cluster8.eu.messagelabs.com
Tata Motors , tata.com ,  , Office365 , tata-com.mail.protection.outlook.com
Sumitomo , sumitomo.com ,  , own-domain , mgex1.sumitomo.com
Migros Group , migros.com ,  ,  , migze122.migros.ch
Royal Bank of Canada , rbc.com ,  , own-domain , vmx.rbc.com
Credit Agricole , credit-agricole.fr ,  ,  , mercure.credit-agricole.fr
Mitsubishi Corp. , mitsubishi.com ,  , own-domain , mitsubishi.com
Enel , enel.com , ProofPoint , unknown , mxb-0023ba01.gslb.pphosted.com
ING Group , ing.com ,  , own-domain , mail205.ing.net
Xinxing Cathay International , xxcig.com ,  ,  , mxbiz1.qq.com
Bohai Steel Group , bohai ,  ,  , 
SoftBank Group , softbank.com ,  , Google , aspmx.l.google.com
Coop Group , coop.ch ,  ,  , mail20.coop.ch
Compal Electronics , compal.com ,  , own-domain , exmail3.compal.com
Guangzhou Automobile Industry Group , gagc.com.cn ,  , own-domain , mail.gagc.com.cn
Old Mutual , oldmutual.co.uk ,  ,  , smtp.sifutures.com
Kailuan Group , kailuan ,  ,  , 
UBS Group , ubs.com ,  , own-domain , mx11.ubs.open.ch
Lenovo Group , lenovo.com , MessageLabs , unknown , cluster9.us.messagelabs.com
RWE , rwe.com ,  , Office365 , rwe-com.mail.protection.outlook.com
Rio Tinto Group , riotinto.com , FireEye , unknown , smf.inline.email.fireeyecloud.com
JFE Holdings , jfe.com ,  , own-domain , mail.jfe.com
AstraZeneca , astrazeneca.com , MessageLabs , unknown , cluster8.eu.messagelabs.com
Suzuki Motor , suzuki.com ,  , own-domain , mail.suzuki.com
Mizuho Financial Group , mizuho.com , MessageLabs , unknown , cluster6.us.messagelabs.com
Sinochem , sinochem.com ,  , own-domain , mailc.sinochem.com
Rolls-Royce Holdings , rolls-royce.com , Cisco , unknown , mx2.rolls-royce.c3s2.iphmx.com
Dai-ichi Life Insurance , dai-ichi.com ,  ,  , mail40.heteml.jp
Petronas , petronas.com ,  ,  , mx1.hc77-30.r1.ces.cisco.com
Industrial Bank , cib.com.cn ,  , own-domain , smtp.cib.com.cn
LG Display , lg.com ,  , own-domain , spam.lg.com
Sharp , sharp.com , Cisco , unknown , mx1.sharp.iphmx.com
Kia Motors , kia.com ,  , own-domain , mail.kia.com
Rabobank , rabobank.com ,  , own-domain , mailrelay1.rabobank.com
Perusahaan Listrik Negara , pln.co.id ,  ,  , mx0.pln.co.id
Mitsui , mitsui.com , MessageLabs , unknown , cluster4.us.messagelabs.com
BHP Billiton , bhp.com , ProofPoint , unknown , mxb-00242401.gslb.pphosted.com
Credit Suisse Group , credit-suisse.com ,  , own-domain , mail.credit-suisse.com
Commonwealth Bank , commonwealth.com ,  ,  , smtp1w.cfnmail.com
Mazda Motor , mazda.com ,  , own-domain , mail1.mazdausa.com
Taiwan Semiconductor , tsmc.com ,  , own-domain , mg.tsmc.com
Munich Re , munichre.com , ProofPoint , unknown , mx07-002b1401.pphosted.com
Meiji Yasuda Life Insurance , meijiyasuda.co.jp ,  , Office365 , meijiyasuda-co-jp.mail.protection.outlook.com
SABIC , sabic.com , MessageLabs , unknown , cluster4.eu.messagelabs.com
Marubeni , marubeni.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Centrica , centrica.com , MessageLabs , unknown , cluster3.eu.messagelabs.com
POSCO , posco.com ,  , own-domain , antispam.posco.net
Mapfre Group , mapfre.com ,  , own-domain , estafeta2.mapfre.com
Westpac Banking , westpac.com ,  ,  , mx1.netsolmail.net
Sompo Japan Nipponkoa , sjnk.co.jp ,  , Google , aspmx.l.google.com
Bunge , bunge.com ,  , Google , aspmx.l.google.com
Hanwha , hanwha.com ,  , own-domain , spam1.hanwha.co.kr
Indian Oil , iocl.com ,  , own-domain , mail.iocl.com
Tokio Marine Holdings , tokiomarine.com , MessageLabs , unknown , cluster1.us.messagelabs.com
Vivendi , vivendi.com ,  , own-domain , mail.vivendi.net
Kansai Electric Power , kepco.co.jp ,  ,  , smtp-dr.kanden.ne.jp
Oil & Natural Gas , ongcindia ,  ,  , 
Telstra , telstra.com ,  ,  , extmail.bigpond.com
Adecco Group , adecco.com ,  , Office365 , adecco-com.mail.protection.outlook.com
DirecTV , directv.com , ProofPoint , unknown , mx0b-00191d01.pphosted.com
Chubu Electric Power , chuden.co.jp ,  , Office365 , chuden-co-jp.mail.protection.outlook.com
Vattenfall , vattenfall.com ,  ,  , mx11.vattenfall.de
Manulife Financial , manulife.com , FireEye , unknown , primary.us.email.fireeyecloud.com
Aegon , aegon.com , ProofPoint , unknown , mxa-00099f01.gslb.pphosted.com
KDDI , kddi.com ,  , own-domain , post-gate.kddi.com
Iberdrola , iberdrola.com ,  , own-domain , sol2.iberdrola.com
DZ Bank , dzbank.de ,  ,  , mg2.dzbank.de
Lotte Shopping , lotte.com ,  , own-domain , maps.lotte.com
Pertamina , pertamina.com ,  , own-domain , mx6.pertamina.com
Jiangxi Copper , jxcc.com ,  , own-domain , jtmail.jxcc.com
Twenty-First Century Fox , fox.com , ProofPoint , unknown , mxb-00195501.gslb.pphosted.com
JX Holdings , jxtg-group.co.jp ,  , Office365 , jxtggroup-co-jp01b.mail.protection.outlook.com
Aviva , aviva.com , MessageLabs , unknown , cluster8.eu.messagelabs.com
PTT , pttplc.com ,  , own-domain , mailcleaner2.pttplc.com
OMV Group , omv.com ,  , own-domain , edge2.omv.com
Power Corp. of Canada , powercorporation.com ,  , own-domain , smtp1.powercorporation.com
Reliance Industries , relianceada.com ,  , own-domain , mlmb040.relianceada.com
AntarChile , antarchile.cl ,  , Office365 , antarchile-cl.mail.protection.outlook.com
Repsol , repsol.com ,  , own-domain , smtpca2.repsol.com
Statoil , statoil.com ,  , Office365 , statoil-com.mail.protection.outlook.com
Ingram Micro , ingram.com , ProofPoint , unknown , mxa-0022c701.gslb.pphosted.com
CEFC China Energy , cefc.co ,  ,  , qiye163mx01.mxmail.netease.com
PKN ORLEN Group , orlen.pl ,  ,  , mx2.orlen.pl
AIA Group , aia.com , ProofPoint , unknown , mx08-002b4701.pphosted.com
SSE , sse.com , ProofPoint , unknown , mx07-002adc01.pphosted.com
Talanx , talanx.com ,  ,  , mx10.htp-mailer.de
Tewoo Group , tewoo.com ,  ,  , mxwcom.263xmail.com
Amer International Group , amer.com.cn ,  , own-domain , mail.amer.com.cn
Achmea , achmea.com ,  ,  , smtpgate-nl2.achmea.nl
CPC , cpc.com ,  , Office365 , cpc-com.mail.protection.outlook.com
Medipal Holdings , medipal.com , Carrier Zone , unknown , mx1c40.carrierzone.com
Suncor Energy , suncor.com , MessageLabs , unknown , cluster6.us.messagelabs.com
Ultrapar Holdings , ultrapar.com ,  , Google , ASPMX.L.GOOGLE.com
Bharat Petroleum , bharatpetroleum.com ,  , own-domain , comessenger2.bharatpetroleum.com
Unipol , unipol.it ,  ,  , smtp3.gr-u.it
LyondellBasell Industries , lyondellbasell.com , Cisco , unknown , mx2.lyondellbasell.iphmx.com
Swiss Re , swissre.com , MessageLabs , unknown , cluster8.eu.messagelabs.com
CHS , chs.com , Barracuda , unknown , d63761a.ess.barracudanetworks.com
Ecopetrol , ecopetrol.com ,  ,  , mail.messaging.microsoft.com
Enbridge , enbridge.com , Cisco , unknown , esa1.enbridge.ca.iphmx.com
Idemitsu Kosan , idemitsu.com ,  ,  , mx.securemx.jp
Cosmo Oil , cosmo-oil.co.jp , ProofPoint , unknown , mxa-00266001.gslb.pphosted.com
Trafigura Beheer , trafigura.com ,  ,  , mail10.smtpdaemon.net
CNP Assurances , cnp.com , ProofPoint , unknown , mx2-us1.ppe-hosted.com
TonenGeneral Sekiyu , jxtg-group.co.jp ,  , Office365 , jxtggroup-co-jp01b.mail.protection.outlook.com
S-Oil , s-oil.com ,  , own-domain , spam.s-oil.com
Noble Group , thisisnoble.com ,  , Office365 , thisisnoble-com.mail.protection.outlook.com
Greenergy Fuels Holdings , greenergy.com , Mimecast , unknown , eu-smtp-inbound-1.mimecast.com
GasTerra , gasterra.com ,  ,  , smtpscan-nl2.gasterra.nl
