Company , Domain , SecurityGateway , Mail Domain , MX
Lubrizol , lubrizol.com , Cisco , unknown , mx1.lubrizol.iphmx.com
Intl. Flavors & Fragrances , iff.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Jack in the Box , jackinthebox.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Worthington Industries , worthingtonindustries.com , ProofPoint , unknown , mxa-0019cf02.gslb.pphosted.com
Brightpoint , ingrammicro.com , ProofPoint , unknown , mx0b-0021cb01.pphosted.com
Amerco , uhaul.com ,  , own-domain , fc.uhaul.com
Gold Kist , pilgrims.com , ProofPoint , unknown , mxa-0021de01.gslb.pphosted.com
Rent A Center , rentacenter.com , ProofPoint , unknown , mxa-000ec701.gslb.pphosted.com
Kennametal , kennametal.com ,  , _Office365 , kennametal-com.mail.protection.outlook.com
Beazer Homes USA , beazer.com ,  , _Office365 , beazer-com.mail.protection.outlook.com
Minnesota Life Ins. , minnesotamutual.com , ProofPoint , unknown , mxa-0016f501.gslb.pphosted.com
Hon Industries , honi.com ,  , _Office365 , honi-com.mail.protection.outlook.com
Dow Jones , dowjones.com ,  , Google , aspmx.l.google.com
WestPoint Stevens , westpointstevens.com ,  ,  , mx92.m1bp.com
Equitable Resources , eqt.com ,  , own-domain , mail1.eqt.com
Diebold , diebold.com ,  , own-domain , mailgate3.diebold.com
W.R. Grace , grace.com ,  , own-domain , relay12.grace.com
Brown Shoe , brownshoe.com ,  , _Office365 , brownshoe-com.mail.protection.outlook.com
Sequa , sequa.com , MessageLabs , unknown , Cluster5.US.MessageLabs.com
Potlatch , potlatchcorp.com ,  , _Office365 , potlatchcorp-com.mail.protection.outlook.com
Scotts Company , scotts.com ,  ,  , mailstream-east.mxrecord.io
National Oilwell , natoil.com , ProofPoint , unknown , mxa-001b7901.gslb.pphosted.com
Primedia , primediany.com ,  , own-domain , mail.primediany.com
Hovnanian Enterprises , khov.com , Mimecast , unknown , us-smtp-inbound-1.mimecast.com
Southern States Coop. , southernstates.com ,  , own-domain , mail.southernstates.com
Paychex , paychex.com , ProofPoint , unknown , mxa-0018d001.gslb.pphosted.com
Hawaiian Electric Industries , hei.com ,  , _Office365 , hei-com.mail.protection.outlook.com
Greenpoint Financial , capitalone.com ,  , own-domain , vimail03.capitalone.com
Bausch & Lomb , bausch.com , Cisco , unknown , mx2.valeant.iphmx.com
Concord EFS , firstdata.com ,  , own-domain , x1ppir016.firstdata.com
Cabot , cabot-corp.com , Mimecast , unknown , us-smtp-inbound-1.mimecast.com
Dial , henkel.com ,  , _Office365 , henkel-com.mail.protection.outlook.com
Energizer Holdings , energizer.com ,  , _Office365 , energizer-com.mail.protection.outlook.com
Integrated Electrical Services , ielectric.com ,  , Return Path , mail.b-io.co
Wallace Computer Services , rrdonnelley.com ,  , Google , aspmx.l.google.com
Allergan , allergan.com ,  , _Office365 , allergan-com.mail.protection.outlook.com
Metals USA , metalsusa.com ,  , _Office365 , metalsusa-com.mail.protection.outlook.com
EGL , eagle-freight.com ,  , _Office365 , eaglefreight-com01c.mail.protection.outlook.com
Allete , allete.com , Securence , unknown , smtp1-msp.securence.com
DST Systems , dstsystems.com ,  , own-domain , email.dstsystems.com
Viad , viad.com ,  , _Office365 , viad-com.mail.protection.outlook.com
Xilinx , xilinx.com ,  , _Office365 , xilinx-com.mail.protection.outlook.com
Vishay Intertechnology , vishay.com ,  , _Office365 , vishay-com.mail.protection.outlook.com
Applera , applera.com , ProofPoint , unknown , mxa-002a2102.gslb.pphosted.com
UST , ustinc.com ,  , own-domain , mail.ustinc.com
Flowers Foods , flowersfoods.com ,  , own-domain , mail.flowersfoods.com
Applied Industrial Technologies , applied.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Tiffany & Co , tiffany.com ,  , _Office365 , tiffany-com.mail.protection.outlook.com
Ciena , ciena.com , ProofPoint , unknown , mxa-00103a01.gslb.pphosted.com
PerkinElmer , perkinelmer.com , ProofPoint , unknown , mxa-001d5701.gslb.pphosted.com
Great Lakes Chemical , chemtura.com ,  , _Office365 , chemtura-com.mail.protection.outlook.com
Millennium Chemicals , millenniumchem.com ,  , _Office365 , cristal-com.mail.protection.outlook.com
Crane , craneco.com , ProofPoint , unknown , mxa-00220701.gslb.pphosted.com
StanCorp Financial , stancorpfinancial.com , ProofPoint , unknown , mxb-0001e501.gslb.pphosted.com
Maxim Integrated Products , maximintegrated.com ,  , _Office365 , maximintegrated-com.mail.protection.outlook.com
Agway , agway.com ,  , Google , aspmx.l.google.com
Noble Affiliates , nblenergy.com , Cisco , unknown , mx1.nobleenergyinc.iphmx.com
Jo Ann Stores , joann.com ,  , Google , aspmx.l.google.com
Lands' End , landsend.com ,  , _Office365 , landsend-com.mail.protection.outlook.com
Cooper Cameron , coopercameron.com ,  , _Office365 , coopercameron-com.mail.protection.outlook.com
Black Hills , blackhillscorp.com ,  , own-domain , wydcironp01.blackhillscorp.com
Stilwell Financial , stilwellfinancial.com ,  , own-domain , smtp.stilwellfinancial.com
Perini , perini.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Thomas & Betts , tnb.com ,  , _Office365 , abb-com.mail.protection.outlook.com
Imperial Sugar , imperialsugar.com ,  , _Office365 , imperialsugar-com.mail.protection.outlook.com
MPS Group , mpsgroup.com ,  , _Office365 , mpsgroup-com.mail.protection.outlook.com
Champion Enterprises , championhomes.net , ProofPoint , unknown , mx1-us1.ppe-hosted.com
Granite , graniteconstruction.com ,  , SmarterTools , mail27.safesecureweb.com
National Commerce Financial , suntrust.com ,  , own-domain , mx5.suntrust.com
Systemax , systemax.com ,  , own-domain , mail-01.systemax.com
Comfort Systems USA , comfortsystemsusa.com ,  , _Office365 , comfortsystemsusa-com.mail.protection.outlook.com
Greif Bros. , greif.com , MessageLabs , unknown , cluster6.us.messagelabs.com
Astoria Financial , astoriafederal.com ,  , own-domain , mail2.astoriafederal.com
Shaw Group , shawgrp.com ,  , own-domain , smtp3.shawgrp.com
Di Giorgio , whiterose.com ,  , own-domain , mail.whiterose.com
Equifax , equifax.com ,  , own-domain , smtp.equifax.com
Legg Mason , leggmason.com , Mimecast , unknown , us-smtp-inbound-1.mimecast.com
Universal Forest Products , ufpi.com ,  , _Office365 , ufpi-com.mail.protection.outlook.com
Arkansas Best , data-tronics.com ,  , own-domain , mx02.data-tronics.com
GATX , gatx.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Amkor Technology , amkor.com , ProofPoint , unknown , mxa-001cf902.gslb.pphosted.com
Pride International , enscoplc.com , ProofPoint , unknown , mxa-002b3f01.gslb.pphosted.com
Polaris Industries , polarisindustries.com ,  , _Office365 , polarisindustries-com.mail.protection.outlook.com
Del Monte Foods , delmonte.com ,  , _Office365 , delmonte-com.mail.protection.outlook.com
Mercury General , mercuryinsurance.com ,  , _Office365 , mercuryinsurance-com.mail.protection.outlook.com
Martin Marietta Materials , martinmarietta.com ,  , _Office365 , martinmarietta-com.mail.protection.outlook.com
US Oncology , usoncology.com ,  , own-domain , mail.usoncology.com
BMC Software , bmc.com ,  , own-domain , mx-us-aus-01.bmc.com
Ferro , ferro.com ,  , _Office365 , ferro-com.mail.protection.outlook.com
Veritas Software , veritas.com , MessageLabs , unknown , cluster8.us.messagelabs.com
Arch Coal , archcoal.com , ProofPoint , unknown , mxa-000f9e01.gslb.pphosted.com
CDI , cdicorp.com , MessageLabs , unknown , cluster5.us.messagelabs.com
GenCorp , rocket.com ,  , own-domain , mx01.rocket.com
Atmel , atmel.com , Cisco , unknown , mx1.microchip.iphmx.com
AIMCO , aimco.com ,  , _Office365 , aimco-com.mail.protection.outlook.com
Great Plains Energy , gpenergy.com , Cyren Web Security , unknown , p.webcom.ctmail.com
E.W. Scripps , scripps.com , ProofPoint , unknown , mxb-0028be01.gslb.pphosted.com
Banta , banta.com ,  , Google , aspmx.l.google.com
TMP Worldwide , tmp.com ,  , _Office365 , tmp-com.mail.eo.outlook.com
Unisource Energy , unisourceenergy.com ,  , Google , aspmx.l.google.com
Atmos Energy , atmosenergy.com ,  , own-domain , dal00pumxg000.atmosenergy.com
Rock-Tenn , rocktenn.com ,  , _Office365 , rocktenn-com.mail.protection.outlook.com
Teradyne , teradyne.com , ProofPoint , unknown , mxa-0015db01.gslb.pphosted.com
Questar , questarcorp.com ,  , _Office365 , questar-com.mail.protection.outlook.com
American Water Works , amwater.com , Cisco , unknown , mx1.amwater.iphmx.com
CSK Auto , oreillyauto.com , Trend Micro , unknown , oreillyauto.com.e0040.g0004.ng0089.im.emailsecurity.trendmicro.com
CKE Restaurants , ckr.com ,  , _Office365 , ckr-com.mail.protection.outlook.com
American Power Conversion , apcc.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Cadence Design Systems , cadence.com , ProofPoint , unknown , mxa-0014ca01.gslb.pphosted.com
Sports Authority , sportsauthority.com ,  , Google , aspmx.l.google.com
Pier 1 Imports , pier1.com , ProofPoint , unknown , mxb-00154801.gslb.pphosted.com
Fairchild Semiconductor Intl. , fairchildsemi.com ,  , Google , aspmx.l.google.com
Kemet , kemet.com ,  , _Office365 , kemet-com.mail.protection.outlook.com
Burlington Industries , burlington.com , MessageLabs , unknown , cluster4.us.messagelabs.com
Dreyer's Grand Ice Cream , dreyers.com ,  , _Office365 , nestle-com.mail.protection.outlook.com
Stewart & Stevenson Services , ssss.com , ProofPoint , unknown , mxb-0016e601.gslb.pphosted.com
Tecumseh Products , tecumseh.com ,  , _Office365 , tecumseh-com.mail.protection.outlook.com
Southwest Gas , swgas.com , MessageLabs , unknown , cluster6.us.messagelabs.com
Landstar System , landstar.com ,  , own-domain , mail.landstar.com
Advantica , advantica-dine.com ,  , own-domain , advantica-dine.com
National Rural Utilities Cooperative , nrucfc.org ,  , _Office365 , nrucfc-org.mail.protection.outlook.com
Trans World Entertainment , twec.com ,  , own-domain , mail2.twec.com
Metro-Goldwyn-Mayer , mgm.com ,  , _Office365 , mgm-com.mail.protection.outlook.com
Cytec Industries , cytec.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Standard Pacific , calatlantic.com ,  ,  , east.smtp.mail.birchconnect.com
Gentiva Health Services , gentiva.com , Cisco , unknown , mx1.kindred.iphmx.com
American Eagle Outfitters , ae.com , ProofPoint , unknown , mxa-0017bf01.gslb.pphosted.com
OneAmerica Financial , aul.com , MessageLabs , unknown , cluster6.us.messagelabs.com
Nvidia , nvidia.com ,  , own-domain , hqemgate09.nvidia.com
Gemstar-TV Guide International , gemstartvguide.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Acterna , acterna.com , ProofPoint , unknown , mxb-00158d01.gslb.pphosted.com
Abercrombie & Fitch , abercrombie.com , ProofPoint , unknown , mxb-0026d501.gslb.pphosted.com
MGIC Investment , mgic.com , ProofPoint , unknown , mxa-0014c601.gslb.pphosted.com
Toro , toro.com ,  , _Office365 , toro-com.mail.protection.outlook.com
Knights of Columbus , kofc.org ,  , own-domain , mail01.kofc.org
Novellus Systems , novellus.com , ProofPoint , unknown , mxa-00054001.gslb.pphosted.com
Pro-Fac Cooperative , agrilinkfoods.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Provident Financial Group , provident.bank , ProofPoint , unknown , mxa-001d6001.gslb.pphosted.com
IMS Health , imshealth.com ,  , _Office365 , imshealth-com.mail.protection.outlook.com
Gentek , gentek-global.com ,  ,  , chemtradelogistics-com.mx1-ca.mailanyone.net
Carpenter Technology , cartech.com ,  , own-domain , cartech.com.inbound10.mxlogic.net
Electronic Arts , ea.com ,  , _Office365 , ea-com.mail.protection.outlook.com
Revlon , revlon.com ,  , own-domain , revlon.com.1.arsmtp.com
Stein Mart , steinmart.com ,  , _Office365 , steinmart-com.mail.protection.outlook.com
Hub Group , hubgroup.com ,  , _Office365 , hubgroup-com.mail.protection.outlook.com
Briggs & Stratton , briggsandstratton.com ,  , Google , aspmx.l.google.com
Hubbell , hubbell.com , ProofPoint , unknown , mxa-00126502.gslb.pphosted.com
Regis , regiscorp.com ,  , _Office365 , regiscorp-com.mail.protection.outlook.com
Dun & Bradstreet , dnb.com ,  , _Office365 , dnb-com.mail.protection.outlook.com
Petco Animal Supplies , petco.com , ProofPoint , unknown , mx0a-00004901.pphosted.com
AnnTaylor , anntaylor.com , ProofPoint , unknown , mxa-00190c01.gslb.pphosted.com
First National of Nebraska , fnni.com ,  , own-domain , mg1.fnni.com
DQE , dqe.com ,  , _Office365 , dqe-com.mail.protection.outlook.com
Pacific Century Financial , boh.com ,  , own-domain , smtp3-kap.boh.com
Deluxe , dlx.com , Carrier Zone , unknown , mx1c40.carrierzone.com
Benchmark Electronics , bench.com , ProofPoint , unknown , mxb-0004c701.gslb.pphosted.com
H.B. Fuller , hbfuller.com ,  , _Office365 , hbfuller-com.mail.protection.outlook.com
Men's Wearhouse , menswearhouse.com , ProofPoint , unknown , mxb-001c5c01.gslb.pphosted.com
Stewart Information Services , stewart.com , ProofPoint , unknown , mxb-001a8d01.gslb.pphosted.com
Olin , olin.com ,  , _Office365 , olin-com.mail.protection.outlook.com
Werner Enterprises , werner.com ,  , _Office365 , werner-com.mail.protection.outlook.com
Comverse Technology , cmvt.com ,  , own-domain , mail.cmvt.com
Varco International , varco.com ,  , _Office365 , varco-com.mail.eo.outlook.com
Audiovox , audiovox.com ,  , own-domain , voxrelay2-c.audiovox.com
Amica Mutual Insurance , amica.com , ProofPoint , unknown , mxa-000f3401.gslb.pphosted.com
Milacron , milacron.com ,  , own-domain , mail4.milacron.com
Intuit , intuit.com ,  , own-domain , smtp-qcz.intuit.com
Kimball International , kimball.com , MessageLabs , unknown , cluster5.us.messagelabs.com
XO Communications , xo.com ,  , _Office365 , xo-com.mail.protection.outlook.com
Domino's , dominos.com , ProofPoint , unknown , mxb-00075301.gslb.pphosted.com
Massey Energy , masseyenergyco.com ,  , own-domain , masseyenergyco.com
Texas Industries , txi.com ,  , _Office365 , txi-com.mail.protection.outlook.com
Riverwood Holding , riverwood.com ,  ,  , mx92.m1bp.com
EarthLink , earthlink.net ,  , own-domain , mx3.earthlink.net
Ceridian , ceridian.com , ProofPoint , unknown , mxa-0001b201.gslb.pphosted.com
Union Central Life , ameritas.com ,  , own-domain , smtp.ameritas.com
Watsco , watsco.com , Mimecast , unknown , us-smtp-inbound-2.mimecast.com
Foamex International , fxi.com , Barracuda , unknown , d67071a.ess.barracudanetworks.com
CMGI , cmgi.com ,  , _Office365 , cmgi-com.mail.protection.outlook.com
Pall , pall.com , ProofPoint , unknown , mxa-001d2f01.gslb.pphosted.com
Harleysville Mutual Insurance , nationwide.com ,  , own-domain , hogan.nationwide.com
Tektronix , tek.com , ProofPoint , unknown , mxb-001d2f02.gslb.pphosted.com
Oglethorpe Power , opc.com ,  , _Office365 , opc-com.mail.protection.outlook.com
IDT , idt.net ,  , Google , aspmx.l.google.com
Adobe Systems , adobe.com ,  , _Office365 , adobe-com.mail.protection.outlook.com
Alleghany , alleghany.com ,  , own-domain , mail2.alleghany.com
Genzyme , sanofi.com ,  , own-domain , xspz10k458s.sanofi.com
MasTec , mastec.com , MessageLabs , unknown , cluster8.us.messagelabs.com
Genuity , genuity.com , Forcepoint , unknown , cust42593-2-in.mailcontrol.com
Grey Global , grey.com , ProofPoint , unknown , mxa-00173203.gslb.pphosted.com
Ivax , tevapharm.com ,  , own-domain , mx02.tevapharm.com
AMC Entertainment , amctheatres.com , ProofPoint , unknown , mxa-001b2001.gslb.pphosted.com
On Semiconductor , onsemi.com , ProofPoint , unknown , mxb-00183b01.gslb.pphosted.com
Software Spectrum , level3.com , MessageLabs , unknown , cluster5.us.messagelabs.com
Viasystems Group , viasystems.com , MessageLabs , unknown , cluster2.us.messagelabs.com
Georgia Gulf , ggc.com ,  , GoDaddy , smtp.secureserver.net
Forest Laboratories , frx.com ,  , _Office365 , frx-com.mail.protection.outlook.com
Perot Systems , perotsystems.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Trump Hotels & Casino Resorts , trump.com ,  , _Office365 , trump-com.mail.protection.outlook.com
FelCor Lodging , felcor.com ,  , _Office365 , felcor-com.mail.protection.outlook.com
DPL , dplinc.com , MessageLabs , unknown , cluster1.us.messagelabs.com
International Game Technology , gtech.com ,  , own-domain , edgemail.gtech.com
Blyth , blythinc.com , Cyren Web Security , unknown , p.webcom.ctmail.com
TCF Financial Corp. , tcfbank.com , Cisco , unknown , mx1.tcfbank.iphmx.com
Sealy , sealy.com , ProofPoint , unknown , mxa-0029ae01.gslb.pphosted.com
Standard Register , stdreg.com ,  ,  , mail.tcmsp.net
eMerge Interactive , emergeinteractive.com ,  , Google , aspmx.l.google.com
Goody's Family Clothing , goodysonline.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Alexander & Baldwin , alexanderbaldwin.com ,  , own-domain , mail.alexanderbaldwin.com
Daisytek International , daisytek.com , Cyren Web Security , unknown , p.webcom.ctmail.com
Timberland , timberland.com , ProofPoint , unknown , mxa-00127801.gslb.pphosted.com
American Management Systems , ams.com ,  , own-domain , mail1.ams.com
C.R. Bard , crbard.com ,  , own-domain , smtpmail6.crbard.com
PC Connection , pcconnection.com , ProofPoint , unknown , mx0a-001fa201.pphosted.com
Thrivent , thrivent.com ,  , own-domain , irnprt002.thrivent.com
